major;matched_majorId
creative nonfiction (writing);60
mathematical, computational, and systems biology;85
publishing, writing, and literature;83
public administration in international development (mpa/id);76
computer science (hci);8
master of landscape architecture (3 year);33
biblical studies;80
rhetoric, composition and the teaching of english;12
anthropology (applied archaeology);39
economices;1
pure mathematics;21
industrial and management engineering;77
elliott school of international affairs - international affairs;53
master of architecture ii;33
public administraton;76
architecture (post-professional);33
mechaninical engineering;17
mathematical financenance;23
communication and society;89
divinity, philosophy of religion;81
historic preservation / urban planning - dual degrees;33
architecture option 1;33
media, culture, and communication;89
anthropology (cultural resourse management);39
architecture (m. arch 1), first professional degree;33
electricalcal engineering;40
computer, communication and information sciences;9
management research;88
chemistry and chemical biology;85
urban planing;33
architecture (m. arch 1), first professional degree path b;33
architecture option 2;33
comparative literature - translation;84
political science/historical studies;65
history in art;27
economics for development;1
computer scinece and engineering;8
urban planning(muep);33
mfa, poetry;49
architecture g-2;33
masters of architecture, post professional;33
architecture (m.arch option 3);33
public policy and management, phd;66
chemistry,;68
civil eng;47
moral theology;55
architecture m.arch i;33
masters of theological studies;55
engineering management systems -;77
landscape architecture mla ii;33
physics physics;61
composition and rhetoric (english);12
developmental biology;85
romance studies - french;72
masters of architecture (post-professional);33
biostatistics, phd;52
united states history;19
architecture, post-professional;33
structural biology and biophysics;85
philosophy and the arts;13
architecture, phd program;33
media, culture, and communications;89
bible and ancient near east;80
theology (interreligious dialogue);55
chemical engineeringing;36
mc/mpa mason fellow;76
school of arts/painting;29
agricultural, evironmental and development economics;59
photography mfa;46
architecture (m. arch 1) ap;33
master of architecture professional;33
world history;19
architecture (m. arch i, option 3);33
architects & urban design;33
anthropology (museum studies);39
art and art history (museum studies);27
craft and material studies - jewelry and metalworking;69
computer science and engineeing;8
communication/ tv production;89
architecture - march ii;33
creatve writing;63
ece phd;51
urban plannning;33
masters of architecture in urban design;33
ddes architecture;33
civil engineering - construction management;47
art theory and practice/mfa/painting;29
m.s. in communications design;89
psychology, bbc;2
program in neuroscience;42
art theory & practice: painting;29
school psychology - psy.d.;58
economic analysis;1
architecture - march 2yr;33
electrical & systems engineering;40
econonmics;1
photography and digital media;46
journalism, m.s.;64
msw;16
crc journalism;64
magazine writing, journalism;64
international and development economics (ide);1
electrical & computer engineeringctrical & computer engineering;51
industrial and system engineeringus;77
statistics in isye;37
mid-career mpa (mason program);76
ms journalism, magazine;64
dance history & criticism;19
mechacnial engineering;17
urban design & planning;33
architecture m.arch 3.5;33
journalism - m.a.;64
mpp gspp;66
second language acquisition/french;72
lmec - economics;1
school of communication;89
international relations pacific studies mpia;78
speech pathology masters;9
mass communication and media studies;89
computer science, m. eng;8
materials science and enigneering;69
neuroscienceence;42
public health community health and epidemiology;28
studio art-painting;29
industrial and enterprise systems engineeringring;77
public health - biostatistics;52
english (rhet & comp);12
architecture - m.arch i;33
internaitonal relations;78
business administration- marketing;30
chemical enginering;36
chemical engieering;36
applied economics (mae program);1
clinical-community psychology;3
materials sciencen and engineering;69
clinical psychology, masters;3
mph epidemiology;28
computer science (ist) sceince;8
industrial organizational psychology;7
communication & culture;89
library science - leep;79
clinical psychology, psyd;3
sociology and social research;15
mfa creative writing and writing for the performing arts;63
diploma,architecture;33
philosophy, ph.d.;13
information science - telecommunications;9
computer science and software engineering;8
division of biology and medicine;85
international and world history joint degree;19
psychology-bcan;2
developmental psychology & education;86
computer sciene;8
computer  science and engineering;8
electrical & computer engineering, masters;51
library and information science, masters;79
photography/ filmmaking;46
international and world history;19
anthropology - museum studies;39
political scienc;65
economics and political science;65
civil and environmental engineering - civil systems;47
ma statistics;37
educational psychology/instructional technology;86
psychological studies in education;86
electrical or mechanical engineering;40
academic educational psychology;86
educatonal psychology;86
